0,219772
0,185633
0,186344
0,125889
0,121906
0,131579
0,071835
0,032148
0,024609
-0,051494
-0,074395
-0,072404
-0,144097
-0,096017
-0,131437
-0,117354
-0,035277
-0,057895
0,004694
0,043243
0,084780
0,155050
0,151494
0,272262
0,321337
0,310384
0,404552
0,431579
0,434708
0,470697
0,465149
0,417212
0,445377
0,409815
0,379516
0,371408
0,341679
0,310811
0,315505
0,286486
0,243101
0,224040
0,149929
0,077525
0,019488
0,020341
-0,041963
-0,068706
-0,012091
-0,054765
-0,001991
0,036415
0,011807
0,048791
0,033286
0,072119
0,091607
0,135277
0,214936
0,196017
0,260740
0,341963
0,264438
0,302703
0,319346
0,212660
0,236984
0,159602
0,137980
0,158037
0,061309
0,090327
0,051209
-0,017496
0,001707
-0,036273
-0,061735
-0,043101
-0,107255
-0,103556
-0,142532
-0,218350
-0,209388
-0,230725
-0,289616
-0,270839
-0,289331
-0,290754
-0,243528
-0,265149
-0,195875
-0,238122
-0,229161
-0,178521
-0,175249
-0,154339
-0,151494
-0,128307
-0,147511
-0,108250
-0,100427
-0,118350
-0,090327
-0,122048
-0,125036
-0,071693
-0,091465
-0,126600
-0,058179
-0,100000
-0,115505
-0,035135
-0,118492
-0,080939
-0,052063
-0,109531
-0,006686
-0,021622
-0,037553
0,060313
0,001565
0,015789
0,060740
-0,039403
-0,004410
0,002418
-0,060455
0,020199
-0,016785
-0,095875
0,000711
-0,069986
-0,102703
0,000853
-0,102418
-0,083784
-0,078947
-0,211380
-0,160171
-0,208393
-0,260597
-0,226458
-0,304979
-0,331152
-0,330725
-0,392603
-0,400000
-0,419203
-0,454765
-0,410242
-0,425036
-0,411949
-0,373684
-0,383215
-0,403698
-0,404979
-0,415363
-0,412802
-0,414794
-0,420910
-0,397013
-0,435277
-0,493172
-0,489758
-0,559459
-0,622617
-0,633855
-0,714936
-0,757041
-0,755761
-0,831152
-0,826885
-0,858179
-0,943670
-0,934139
-0,988051
-1,000000
-0,981223
-0,986486
-0,968137
-0,916216
-0,877098
-0,884353
-0,803272
-0,740541
-0,768563
-0,668706
-0,624467
-0,585349
-0,557468
-0,532575
-0,466003
-0,492603
-0,476956
-0,417070
-0,484495
-0,441252
-0,402134
-0,477383
-0,406686
-0,401991
-0,413514
-0,378236
-0,329872
-0,336842
-0,227312
-0,201280
-0,175960
-0,054196
-0,062731
-0,013514
0,034424
0,024182
0,074964
0,076387
0,025605
0,047937
0,060455
-0,002560
0,022902
0,013514
-0,090185
-0,040541
-0,113087
-0,082788
-0,068848
-0,127881
-0,080512
-0,061309
-0,064154
-0,053485
-0,029303
-0,034993
0,012091
0,024040
0,064438
0,090896
0,088336
0,095733
0,151351
0,089047
0,091750
0,132148
0,064865
0,126885
0,097866
0,072119
0,107397
0,051351
0,056899
0,079090
0,035704
0,052774
0,064865
0,042532
0,122902
0,078094
0,098293
0,170413
0,089189
0,174680
0,173400
0,137411
0,184780
0,234993
0,237553
0,283073
0,295021
0,344666
0,397297
0,340541
0,474111
0,402987
0,415647
0,541536
0,361451
0,403129
0,490469
0,335135
0,344950
0,393172
0,235420
0,283499
0,254765
0,149218
0,207966
0,165007
0,128592
0,148791
0,142105
0,147226
0,171124
0,172262
0,203129
0,199858
0,204267
0,240967
0,241110
0,276529
0,312518
0,281508
0,312802
0,307112
0,256472
0,285206
0,227027
0,181935
0,164580
0,113514
0,069275
0,060740
0,050213
0,041110
0,067283
0,073969
0,079232
0,100142
0,116643
0,113940
0,145804
0,172973
0,163585
0,185633
0,168848
0,138834
0,143385
0,114083
0,094737
0,089758
0,043243
0,028734
-0,000569
-0,028876
0,002560
-0,015789
-0,002987
0,033144
-0,002276
0,026316
0,070128
0,047084
0,115078
0,153058
0,139545
0,198720
0,187340
0,171977
0,209388
0,174253
0,177667
0,181650
0,116216
0,120199
0,093030
0,052489
0,069844
0,048506
0,033144
0,040825
0,034851
0,029872
0,035420
0,057183
0,051494
0,041252
0,081081
0,077240
0,086486
0,111380
0,110811
0,163016
0,162304
0,199004
0,221764
0,191892
0,236415
0,214651
0,201991
0,213229
0,193741
0,215363
0,220626
0,221195
0,224324
0,247795
0,228450
0,221622
0,240398
0,231152
0,236131
0,246515
0,222475
0,220057
0,211522
0,175249
0,217923
0,211807
0,238407
0,311095
0,277809
0,356472
0,392603
0,336700
0,451494
0,425462
0,444097
0,503414
0,445661
0,483642
0,487340
0,428450
0,439687
0,394310
0,313087
0,311522
0,209388
0,145092
0,146373
0,015789
-0,040683
-0,037980
-0,170270
-0,170697
-0,178663
-0,266287
-0,238834
-0,254481
-0,297440
-0,249502
-0,244523
-0,242959
-0,177809
-0,216785
-0,176102
-0,145804
-0,199289
-0,160171
-0,128734
-0,177383
-0,107255
-0,106543
-0,180370
-0,124467
-0,156899
-0,201565
-0,188478
-0,239118
-0,257041
-0,242532
-0,296444
-0,320768
-0,327596
-0,365861
-0,386913
-0,383926
-0,425178
-0,421764
-0,424182
-0,462873
-0,461309
-0,470270
-0,484353
-0,467141
-0,458037
-0,450498
-0,434851
-0,444523
-0,400569
-0,385206
-0,398293
-0,359602
-0,337269
-0,315647
-0,297297
-0,260740
-0,202418
-0,178947
-0,159175
-0,132717
-0,138122
-0,114651
-0,092888
-0,095733
-0,110953
-0,109531
-0,100000
-0,114651
-0,096302
-0,108962
-0,141821
-0,118777
-0,124751
-0,129303
-0,111949
-0,103841
-0,095733
-0,084211
-0,072546
-0,073826
-0,033144
-0,043954
-0,032717
0,046373
0,040398
0,050925
0,130014
0,148364
0,169275
0,198720
0,199716
0,242817
0,258606
0,269417
0,274253
0,293172
0,332148
0,345661
0,357610
0,371977
0,376671
0,387767
0,399147
0,346657
0,344381
0,336700
0,319630
0,303841
0,293457
0,277098
0,272546
0,260882
0,226743
0,225178
0,220484
0,182361
0,184353
0,204836
0,178947
0,207681
0,192461
0,184068
0,223898
0,197866
0,183215
0,185349
0,176671
0,160028
0,125462
0,112091
0,101991
0,047795
0,029587
0,002703
-0,035846
-0,048364
-0,086202
-0,115932
-0,112802
-0,136558
-0,150640
-0,156472
-0,192034
-0,191607
-0,211380
-0,237269
-0,212802
-0,225462
-0,262731
-0,260171
-0,291181
-0,296586
-0,293883
-0,324893
-0,313371
-0,311664
-0,338549
-0,340398
-0,320199
-0,343812
-0,331437
-0,298720
-0,310100
-0,270697
-0,250071
-0,251351
-0,246088
-0,264438
-0,273257
-0,250640
-0,262162
-0,283926
-0,301422
-0,329730
-0,334566
-0,368563
-0,397440
-0,413087
-0,458464
-0,481508
-0,502418
-0,516927
-0,527027
-0,556615
-0,540114
-0,549929
-0,565861
-0,519772
-0,482504
-0,443528
-0,398009
-0,360882
-0,302134
-0,281792
-0,225747
-0,184353
-0,163869
-0,113229
-0,109388
-0,099147
-0,075533
-0,092461
-0,104410
-0,112945
-0,156899
-0,176671
-0,210242
-0,249929
-0,312376
-0,344523
-0,382361
-0,434139
-0,454481
-0,503272
-0,515220
-0,521479
-0,536558
-0,518777
-0,520626
-0,500996
-0,456188
-0,425605
-0,354196
-0,275391
-0,206259
-0,136558
-0,039403
0,018350
0,089189
0,170128
0,226174
0,297582
0,321906
0,345804
0,363585
0,340256
0,355903
0,329161
0,308393
0,310100
0,265149
0,252347
0,244950
0,206828
0,206401
0,198720
0,187055
0,201280
0,200711
0,211807
0,205832
0,226885
0,215932
0,239829
0,241394
0,237696
0,264438
0,263585
0,288193
0,324751
0,329303
0,333144
0,360597
0,372262
0,394452
0,403129
0,442959
0,483784
0,470270
0,521906
0,552916
0,527454
0,554908
0,525605
0,531579
0,510811
0,462731
0,497724
0,473969
0,453627
0,426174
0,405690
0,386202
0,365149
0,380797
0,345377
0,325747
0,316501
0,299716
0,315647
0,289616
0,298009
0,294737
0,274253
0,320910
0,305121
0,302276
0,301422
0,264011
0,267994
0,290469
0,282361
0,293741
0,336273
0,321053
0,355761
0,378947
0,358890
0,372546
0,383073
0,386629
0,378236
0,389189
0,411095
0,379659
0,345946
0,348222
0,268706
0,257041
0,237838
0,175818
0,171124
0,119346
0,087198
0,087482
0,044239
0,005548
0,037553
0,010242
0,015363
0,018919
-0,036700
-0,013940
-0,009246
-0,019203
-0,044950
-0,054765
-0,021906
-0,054623
-0,063727
-0,024467
-0,033997
-0,046088
-0,033570
-0,033997
-0,043385
-0,066572
-0,046515
-0,022902
-0,052916
-0,037269
-0,029161
-0,036131
-0,000711
-0,015789
-0,021764
-0,017923
-0,046657
-0,042105
-0,060597
-0,098862
-0,112233
-0,145804
-0,140541
-0,151778
-0,188620
-0,171550
-0,199147
-0,198009
-0,189331
-0,205121
-0,202418
-0,172119
-0,139972
-0,107112
-0,071124
-0,072404
-0,028450
-0,013371
0,015932
0,037127
0,034566
0,080228
0,071693
0,057041
0,068279
0,068848
0,027027
0,043528
0,050782
-0,031294
-0,020341
-0,040114
-0,082930
-0,034708
-0,114367
-0,140398
-0,093030
-0,153343
-0,145377
-0,126031
-0,173969
-0,144239
-0,151209
-0,188051
-0,099716
-0,097013
-0,098578
-0,032290
-0,040256
0,006686
0,049644
